,org,file_,URL,File,Lines_of_code,Require,Ensure,Include,Attribute,Hard_coded_string,Comment,Command,File_mode,SSH_KEY,defect_status,bag_of_words
28,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/ssh/manifests/known_host.pp,0,0,29,0,0,1,3,4,10,0,0,0,0,"{'defin': 1, 'ssh': 7, 'known': 4, 'host': 8, 'titl': 1, 'overwrit': 2, 'true': 1, 'port': 3, 'user': 6, 'root': 1, 'cmd': 3, 'keyscan': 2, 'p': 2, 'h': 2, 'unless': 4, 'bin': 1, 'fals': 1, 'els': 1, 'keygen': 1, 'f': 2, 'exec': 1, 'logoutput': 1, 'failur': 1}"
29,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppetlabs-cinder/manifests/keystone/auth.pp,3,0,42,0,4,4,13,12,0,0,0,0,0,"{'class': 1, 'cinder': 5, 'keyston': 6, 'auth': 7, 'password': 3, 'name': 7, 'email': 3, 'localhost': 1, 'tenant': 8, 'servic': 6, 'configur': 2, 'endpoint': 3, 'true': 1, 'type': 3, 'volum': 5, 'public': 3, 'address': 6, 'admin': 4, 'intern': 3, 'port': 4, 'version': 4, 'v': 1, 'region': 3, 'user': 3, 'role': 3, 'api': 1, 'ensur': 4, 'present': 4, 'descript': 1, 'url': 3, 'http': 3, 'id': 3, 'one': 1}"
30,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/roles/manifests/openstack/pmlc_compute.pp,0,0,39,0,0,7,0,0,18,0,0,0,0,"{'class': 9, 'role': 1, 'openstack': 6, 'pmlc': 1, 'comput': 3, 'includ': 7, 'profil': 15, 'ntp': 2, 'client': 4, 'common': 6, 'user': 2, 'sudo': 2, 'packag': 2, 'ssh': 2, 'server': 2, 'nova': 2, 'neutron': 2, 'keyston': 1}"
31,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-haproxy/manifests/init.pp,0,0,116,2,2,5,28,25,62,0,1,1,1,"{'class': 1, 'haproxi': 25, 'enabl': 6, 'true': 7, 'global': 2, 'option': 4, 'data': 3, 'default': 2, 'inherit': 1, 'includ': 1, 'concat': 5, 'setup': 1, 'packag': 2, 'ensur': 2, 'present': 1, 'fals': 4, 'absent': 1, 'name': 2, 'etc': 4, 'cfg': 5, 'owner': 1, 'group': 1, 'mode': 1, 'requir': 2, 'notifi': 1, 'servic': 2, 'fragment': 2, 'header': 1, 'target': 2, 'order': 2, 'content': 2, 'file': 1, 'manag': 1, 'puppet': 1, 'n': 1, 'base': 2, 'templat': 1, 'erb': 1, 'run': 1, 'stop': 1, 'hasrestart': 1, 'hasstatu': 1}"
32,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/fuel-plugin-standalone-ceph/deployment_scripts/hosts.pp,0,0,1,0,0,1,0,0,0,0,0,0,0,"{'includ': 1, 'standalon': 1, 'ceph': 1, 'host': 1}"
33,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-module-keepalived/manifests/install.pp,0,0,5,0,1,1,1,0,0,0,0,0,0,"{'class': 1, 'keepaliv': 2, 'instal': 1, 'packag': 1, 'ensur': 1, 'present': 1}"
34,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-kafka/manifests/client.pp,0,0,17,0,1,1,1,0,3,0,0,0,0,"{'class': 1, 'kafka': 4, 'client': 2, 'requir': 1, 'packag': 1, 'ensur': 1, 'version': 1}"
35,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/fuel_project/manifests/apps/plugins.pp,0,2,76,3,4,8,24,13,16,0,0,0,0,"{'class': 4, 'fuel': 3, 'project': 3, 'app': 1, 'plugin': 10, 'appli': 1, 'firewal': 2, 'rule': 1, 'fals': 1, 'allow': 1, 'sourc': 1, 'nginx': 12, 'access': 4, 'log': 13, 'var': 4, 'error': 4, 'format': 3, 'proxi': 1, 'dir': 4, 'www': 2, 'servic': 2, 'fqdn': 4, 'syncer': 17, 'usernam': 10, 'ssh': 3, 'key': 3, 'includ': 1, 'rssh': 2, 'defin': 1, 'resourc': 2, 'vhost': 2, 'ensur': 4, 'present': 2, 'root': 1, 'server': 1, 'name': 1, 'cfg': 1, 'append': 1, 'autoindex': 1, 'disabl': 1, 'symlink': 1, 'owner': 3, 'file': 4, 'directori': 2, 'group': 2, 'requir': 3, 'homedir': 4, 'lib': 1, 'user': 4, 'home': 1, 'shell': 1, 'usr': 1, 'bin': 1, 'managehom': 1, 'true': 2, 'system': 1, 'creat': 1, 'author': 1}"
36,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/fuel_project/manifests/apps/static.pp,0,2,74,1,3,4,25,20,16,0,2,2,1,"{'class': 1, 'fuel': 1, 'project': 1, 'app': 1, 'static': 7, 'nginx': 9, 'access': 5, 'log': 13, 'var': 2, 'error': 4, 'format': 3, 'undef': 1, 'packag': 5, 'javascript': 3, 'bundl': 1, 'servic': 2, 'fqdn': 4, 'ssl': 22, 'certif': 8, 'etc': 2, 'cert': 2, 'crt': 1, 'content': 8, 'key': 10, 'privat': 1, 'dir': 2, 'usr': 1, 'share': 1, 'ensur': 4, 'file': 4, 'present': 3, 'owner': 2, 'root': 5, 'group': 2, 'mode': 2, 'resourc': 1, 'vhost': 2, 'autoindex': 1, 'true': 1, 'listen': 1, 'port': 2, 'www': 1, 'server': 1, 'name': 1, 'gzip': 1, 'type': 1, 'text': 1, 'css': 1, 'applic': 1, 'x': 1, 'cfg': 1, 'append': 1, 'add': 1, 'header': 1, 'control': 1, 'allow': 1, 'origin': 1, 'requir': 1}"
37,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/ssh/manifests/sshd.pp,0,1,52,1,3,6,14,10,10,0,1,1,1,"{'class': 2, 'ssh': 8, 'sshd': 5, 'appli': 3, 'firewal': 9, 'rule': 3, 'param': 6, 'allow': 3, 'sourc': 3, 'password': 1, 'authent': 1, 'fals': 2, 'sftp': 1, 'group': 2, 'sftpuser': 1, 'includ': 2, 'packag': 4, 'servic': 6, 'config': 4, 'ensur': 3, 'latest': 1, 'file': 1, 'present': 1, 'mode': 1, 'owner': 1, 'root': 2, 'content': 1, 'templat': 1, 'erb': 1, 'notifi': 1, 'run': 1, 'enabl': 1, 'true': 2, 'hasstatu': 1, 'hasrestart': 1, 'default': 2, 'pre': 2, 'creat': 1, 'resourc': 1, 'dport': 1, 'action': 1, 'accept': 1, 'requir': 1}"
38,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/fuel_project/manifests/roles/perestroika/builder.pp,0,0,50,2,0,2,4,2,10,0,0,0,0,"{'class': 1, 'fuel': 1, 'project': 1, 'role': 1, 'perestroika': 1, 'builder': 6, 'docker': 4, 'packag': 8, 'user': 9, 'jenkin': 1, 'known': 4, 'host': 4, 'undef': 1, 'createrepo': 1, 'devscript': 1, 'git': 1, 'python': 1, 'setuptool': 1, 'reprepro': 1, 'yum': 1, 'util': 1, 'ensur': 4, 'resourc': 2, 'present': 1, 'titl': 1, 'group': 1, 'requir': 2, 'creat': 1, 'ssh': 1, 'overwrit': 1, 'fals': 1}"
39,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/landing_page/manifests/init.pp,3,3,294,6,9,18,123,66,34,2,3,3,1,"{'class': 9, 'land': 42, 'page': 51, 'app': 13, 'user': 20, 'param': 29, 'appli': 3, 'firewal': 9, 'rule': 3, 'config': 7, 'templat': 4, 'databas': 19, 'engin': 5, 'host': 4, 'name': 17, 'password': 4, 'port': 9, 'debug': 2, 'allow': 3, 'sourc': 3, 'googl': 2, 'analyt': 2, 'properti': 2, 'id': 2, 'nginx': 45, 'access': 12, 'log': 36, 'error': 25, 'format': 12, 'server': 22, 'alias': 7, 'packag': 6, 'plugin': 3, 'repositori': 2, 'ssl': 44, 'cert': 11, 'file': 22, 'content': 11, 'key': 11, 'timezon': 2, 'uwsgi': 17, 'socket': 6, 'inherit': 1, 'ensur': 10, 'notifi': 2, 'exec': 5, 'syncdb': 4, 'present': 9, 'django': 1, 'db': 3, 'backend': 1, 'mysql': 8, 'client': 1, 'account': 2, 'secur': 2, 'grant': 1, 'charset': 1, 'utf': 1, 'requir': 6, 'els': 2, 'fail': 1, 'support': 1, 'yet': 1, 'mode': 3, 'owner': 3, 'group': 3, 'servic': 1, 'migratedb': 2, 'command': 2, 'usr': 5, 'share': 7, 'manag': 2, 'py': 2, 'noinput': 1, 'refreshonli': 2, 'true': 12, 'migrat': 1, 'defin': 1, 'resourc': 10, 'vhost': 9, 'releas': 10, 'http': 4, 'listen': 5, 'www': 8, 'root': 9, 'var': 3, 'locat': 10, 'cfg': 6, 'append': 6, 'return': 3, 'request': 3, 'uri': 3, 'cach': 2, 'session': 2, 'timeout': 8, 'stapl': 4, 'verifi': 2, 'connect': 2, 'read': 2, 'send': 2, 'intercept': 2, 'fuel': 10, 'infra': 10, 'html': 10, 'xx': 4, 'static': 2, 'miranti': 1, 'applic': 1, 'python': 1, 'uid': 1, 'gid': 1, 'chdir': 1, 'modul': 1, 'wsgi': 1, 'includ': 1, 'default': 2, 'pre': 2, 'creat': 1, 'dport': 1, 'action': 1, 'accept': 1}"
40,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/profiles/manifests/common/sudo.pp,0,0,19,0,0,0,0,0,9,0,0,0,0,"{'class': 3, 'profil': 1, 'common': 1, 'sudo': 5, 'contain': 2, 'config': 2}"
41,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/fuel_project/manifests/jenkins/master.pp,0,0,77,2,3,5,19,14,17,1,0,0,1,"{'class': 3, 'fuel': 5, 'project': 2, 'jenkin': 11, 'master': 2, 'firewal': 4, 'enabl': 5, 'fals': 5, 'instal': 6, 'label': 1, 'dumper': 1, 'plugin': 3, 'zabbix': 3, 'item': 3, 'job': 3, 'dir': 2, 'var': 2, 'lib': 1, 'log': 15, 'gzip': 11, 'cron': 6, 'name': 4, 'compress': 2, 'param': 2, 'day': 2, 'thread': 2, 'servic': 4, 'fqdn': 4, 'common': 1, 'extern': 1, 'host': 1, 'appli': 1, 'rule': 1, 'packag': 4, 'ensur': 5, 'present': 3, 'requir': 2, 'pigz': 2, 'creat': 1, 'resourc': 3, 'command': 1, 'usr': 3, 'bin': 2, 'flock': 1, 'xn': 1, 'lock': 2, 'find': 1, 'regex': 1, 'build': 1, 'mtime': 1, 'exec': 1, 'p': 1, 'logger': 1, 'user': 1, 'minut': 1, 'hour': 1, 'error': 6, 'page': 6, 'nginx': 2, 'vhost': 3, 'titl': 1, 'cfg': 1, 'append': 1, 'infra': 3, 'html': 3, 'xx': 2, 'locat': 2, 'miranti': 1, 'ssl': 2, 'true': 2, 'www': 1, 'root': 1, 'share': 1}"
42,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-ssh/manifests/client.pp,0,0,3,0,0,1,0,0,0,0,0,0,0,"{'class': 1, 'ssh': 5, 'client': 3, 'includ': 1, 'param': 1, 'instal': 1, 'config': 1, 'knownhost': 1}"
43,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/fuel_project/manifests/tpi/lab.pp,0,4,92,4,3,7,33,23,7,0,4,4,1,"{'class': 4, 'fuel': 9, 'project': 8, 'tpi': 16, 'lab': 2, 'btsync': 16, 'secret': 2, 'param': 1, 'sudo': 6, 'command': 3, 'sbin': 2, 'ebtabl': 1, 'iptabl': 1, 'local': 3, 'home': 3, 'basenam': 3, 'jenkin': 4, 'nf': 1, 'client': 1, 'slave': 1, 'run': 3, 'test': 1, 'true': 5, 'ldap': 2, 'build': 3, 'plugin': 1, 'file': 7, 'titl': 1, 'iso': 2, 'content': 5, 'templat': 5, 'vmware': 1, 'packag': 5, 'linux': 4, 'imag': 2, 'gener': 3, 'extra': 1, 'header': 2, 'zsh': 1, 'ensur': 4, 'servic': 4, 'enabl': 2, 'requir': 4, 'etc': 6, 'default': 1, 'notifi': 2, 'mode': 4, 'owner': 4, 'group': 4, 'erb': 4, 'conf': 3, 'init': 2, 'disabl': 4, 'hugepag': 4, 'defrag': 4, 'root': 4, 'sudoer': 2, 'present': 1}"
44,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/system/manifests/init.pp,0,4,115,5,6,11,40,27,16,1,4,4,1,"{'class': 1, 'system': 2, 'instal': 2, 'tool': 4, 'fals': 2, 'mta': 16, 'alias': 5, 'etc': 7, 'local': 5, 'newaliasescmd': 3, 'usr': 2, 'bin': 2, 'newalias': 1, 'packag': 15, 'postfix': 6, 'root': 16, 'email': 2, 'undef': 3, 'password': 4, 'shell': 3, 'bash': 1, 'timezon': 5, 'curl': 1, 'htop': 1, 'sysstat': 1, 'user': 1, 'ensur': 8, 'present': 4, 'tzdata': 1, 'file': 8, 'content': 3, 'n': 2, 'mode': 4, 'owner': 4, 'group': 4, 'localtim': 1, 'link': 1, 'target': 1, 'share': 1, 'zoneinfo': 1, 'templat': 1, 'erb': 1, 'requir': 5, 'mailnam': 2, 'fqdn': 1, 'exec': 1, 'command': 1, 'logoutput': 1, 'failur': 1, 'augea': 2, 'use': 2, 'context': 2, 'main': 2, 'cf': 2, 'chang': 2, 'set': 1, 'default': 2, 'transport': 2, 'error': 1, 'server': 1, 'send': 1, 'mail': 1, 'notifi': 2, 'servic': 3, 'els': 1, 'rm': 1, 'run': 1, 'enabl': 1, 'true': 3, 'hasstatu': 1, 'hasrestart': 1}"
45,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-foreman_proxy/manifests/plugin/chef/params.pp,1,0,12,0,0,0,0,2,1,0,0,0,0,"{'class': 1, 'foreman': 1, 'proxi': 1, 'plugin': 1, 'chef': 2, 'param': 1, 'enabl': 1, 'true': 2, 'group': 1, 'undef': 3, 'listen': 1, 'http': 2, 'version': 1, 'server': 1, 'url': 1, 'fqdn': 2, 'client': 2, 'name': 1, 'privat': 1, 'key': 1, 'etc': 1, 'pem': 2, 'ssl': 2, 'verifi': 1, 'file': 1}"
46,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/roles/manifests/ftp/server.pp,0,0,40,0,0,8,0,0,19,0,0,0,0,"{'class': 9, 'role': 1, 'ftp': 3, 'server': 5, 'includ': 8, 'profil': 16, 'yum': 2, 'default': 2, 'puppet': 2, 'agent': 2, 'ntp': 2, 'client': 2, 'common': 6, 'user': 2, 'sudo': 2, 'packag': 2, 'ssh': 2}"
47,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/pmlc_nova/manifests/compute/service.pp,0,0,40,1,1,2,4,1,12,0,0,0,0,"{'class': 1, 'pmlc': 1, 'nova': 8, 'comput': 2, 'servic': 4, 'config': 3, 'line': 3, 'debug': 1, 'log': 1, 'rabbitmq': 2, 'password': 1, 'user': 3, 'neutron': 3, 'admin': 2, 'pass': 1, 'db': 1, 'connect': 1, 'tenant': 1, 'name': 1, 'live': 1, 'migrat': 1, 'flag': 1, 'imag': 2, 'rbd': 2, 'pool': 1, 'type': 1, 'ensur': 1, 'run': 1, 'enabl': 1, 'true': 1, 'requir': 1, 'ini': 2, 'set': 2, 'subscrib': 1}"
48,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/django/manifests/application.pp,0,4,132,2,6,11,40,11,28,0,4,4,0,"{'defin': 1, 'django': 26, 'applic': 24, 'addit': 2, 'paramet': 2, 'hiera': 22, 'hash': 4, 'titl': 27, 'admin': 2, 'array': 4, 'app': 2, 'config': 14, 'etc': 3, 'set': 2, 'py': 2, 'mode': 9, 'templat': 8, 'erb': 3, 'databas': 6, 'undef': 7, 'debug': 4, 'fals': 2, 'group': 13, 'nogroup': 1, 'import': 2, 'log': 6, 'packag': 11, 'secret': 5, 'key': 5, 'user': 12, 'nobodi': 1, 'uwsgi': 25, 'true': 4, 'chdir': 5, 'master': 4, 'modul': 5, 'socket': 5, 'vacuum': 4, 'worker': 4, 'fatal': 1, 'could': 1, 'empti': 1, 'warn': 1, 'specifi': 1, 'thu': 1, 'password': 1, 'store': 1, 'secur': 1, 'file': 7, 'json': 4, 'ensur': 7, 'present': 5, 'owner': 4, 'content': 3, 'system': 2, 'home': 1, 'var': 2, 'lib': 1, 'managehom': 1, 'shell': 1, 'usr': 1, 'sbin': 1, 'nologin': 1, 'requir': 2, 'directori': 1, 'plugin': 1, 'python': 1, 'uid': 1, 'gid': 1}"
49,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/racks/manifests/importer.pp,2,2,84,2,5,7,15,12,29,1,2,2,1,"{'defin': 2, 'rack': 16, 'import': 17, 'option': 2, 'hiera': 3, 'hash': 3, 'titl': 14, 'cron': 5, 'file': 9, 'packag': 9, 'fals': 1, 'python': 5, 'django': 5, 'ensur': 6, 'latest': 1, 'els': 1, 'absent': 1, 'etc': 4, 'directori': 1, 'yaml': 2, 'present': 2, 'mode': 2, 'owner': 2, 'root': 4, 'group': 2, 'content': 1, 'templat': 1, 'config': 1, 'erb': 1, 'requir': 2, 'util': 2, 'linux': 2, 'bsdutil': 1, 'creat': 2, 'resourc': 2, 'command': 1, 'usr': 3, 'bin': 2, 'flock': 1, 'xn': 1, 'var': 1, 'lock': 2, 'share': 1, 'py': 1, 'logger': 1}"
50,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/fuel_project/manifests/apps/partnerappliance.pp,0,2,81,3,4,7,23,12,16,0,2,2,1,"{'class': 1, 'fuel': 1, 'project': 1, 'app': 1, 'partnerappli': 1, 'author': 3, 'key': 3, 'group': 5, 'applianc': 4, 'home': 7, 'dir': 10, 'var': 1, 'www': 2, 'data': 5, 'user': 12, 'vhost': 5, 'servic': 2, 'fqdn': 2, 'domain': 1, 'file': 4, 'ensur': 4, 'directori': 2, 'owner': 3, 'mode': 2, 'requir': 3, 'present': 2, 'system': 1, 'true': 1, 'managehom': 1, 'fals': 1, 'shell': 1, 'bin': 1, 'sh': 1, 'opt': 2, 'command': 1, 'rsync': 1, 'server': 2, 'rlpt': 1, 'delet': 1, 'agent': 1, 'forward': 3, 'port': 1, 'rc': 1, 'x': 1, 'pti': 1, 'creat': 1, 'resourc': 2, 'ssh': 1, 'option': 1, 'nginx': 1, 'name': 1, 'root': 1, 'cfg': 1, 'append': 1, 'disabl': 1, 'symlink': 1}"
51,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/fuel_project/manifests/apps/monitoring/mysql/server.pp,0,1,22,1,1,2,7,7,8,0,1,1,1,"{'class': 2, 'fuel': 2, 'project': 2, 'app': 2, 'monitor': 2, 'mysql': 5, 'server': 2, 'zabbix': 4, 'item': 2, 'content': 1, 'puppet': 1, 'modul': 1, 'conf': 1, 'file': 1, 'var': 1, 'lib': 1, 'cnf': 2, 'ensur': 1, 'present': 1, 'sourc': 1, 'root': 1, 'requir': 1, 'owner': 1, 'group': 1, 'mode': 1}"
52,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/profiles/manifests/ssh/server.pp,0,0,28,0,0,0,2,1,13,0,0,0,0,"{'class': 2, 'profil': 1, 'ssh': 3, 'server': 2, 'config': 4, 'hiera': 1, 'permit': 3, 'root': 2, 'login': 2, 'option': 1, 'passwd': 1, 'auth': 1, 'password': 1, 'authent': 1}"
53,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/fuel-plugin-external-ceph/deployment_scripts/radosgw-keystone.pp,0,0,1,0,0,1,0,0,0,0,0,0,0,"{'includ': 1, 'extern': 1, 'ceph': 1, 'radosgw': 1, 'keyston': 1}"
54,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/roles/manifests/deploy.pp,0,0,44,0,0,10,0,0,18,0,0,0,0,"{'class': 11, 'role': 1, 'deploy': 5, 'includ': 10, 'profil': 20, 'yum': 2, 'default': 2, 'puppet': 2, 'agent': 2, 'ntp': 2, 'client': 2, 'common': 6, 'user': 2, 'sudo': 2, 'packag': 2, 'ssh': 2, 'server': 2, 'firewal': 4, 'purg': 2}"
55,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/fuel_project/manifests/apps/firewall.pp,0,0,64,2,1,6,17,14,14,0,0,0,1,"{'class': 1, 'fuel': 2, 'project': 2, 'app': 2, 'firewal': 13, 'rule': 6, 'hiera': 1, 'hash': 1, 'undef': 3, 'case': 1, 'osfamili': 1, 'debian': 1, 'packag': 1, 'iptabl': 1, 'persist': 1, 'ensur': 1, 'present': 1, 'resourc': 3, 'default': 1, 'purg': 1, 'true': 1, 'accept': 9, 'icmp': 3, 'proto': 4, 'action': 4, 'requir': 2, 'lo': 3, 'interfac': 2, 'inifac': 1, 'relat': 3, 'establish': 3, 'ctstate': 1, 'creat': 1, 'drop': 3}"
56,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/fuel_project/manifests/roles/ns.pp,0,5,114,7,5,12,37,36,14,2,4,4,1,"{'class': 7, 'fuel': 7, 'project': 7, 'role': 4, 'ns': 11, 'dn': 6, 'repo': 1, 'branch': 1, 'master': 3, 'checkout': 3, 'privat': 3, 'key': 3, 'content': 6, 'undef': 1, 'tmpdir': 1, 'tmp': 1, 'updat': 7, 'firewal': 7, 'enabl': 2, 'fals': 1, 'rule': 2, 'target': 1, 'path': 1, 'var': 4, 'cach': 1, 'bind': 18, 'common': 1, 'server': 2, 'conf': 5, 'etc': 2, 'name': 2, 'requir': 7, 'ensur': 7, 'packag': 5, 'git': 2, 'file': 9, 'usr': 7, 'local': 5, 'bin': 6, 'sh': 4, 'present': 4, 'owner': 5, 'root': 13, 'group': 5, 'mode': 4, 'templat': 1, 'erb': 1, 'cron': 2, 'command': 2, 'timeout': 1, 'k': 1, 'logger': 1, 'user': 2, 'minut': 2, 'perl': 4, 'base': 2, 'stat': 5, 'pars': 3, 'pl': 3, 'sourc': 1, 'puppet': 2, 'modul': 2, 'lib': 3, 'statist': 3, 'txt': 3, 'rndc': 2, 'sbin': 1, 'zabbix': 2, 'item': 1, 'ssh': 3, 'directori': 1, 'id': 1, 'rsa': 1, 'app': 2, 'creat': 1, 'resourc': 1, 'action': 1, 'accept': 1}"
57,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/fuel_project/manifests/apps/mirror_npm.pp,1,3,141,5,11,16,56,38,15,1,2,2,1,"{'class': 1, 'fuel': 2, 'project': 2, 'app': 2, 'mirror': 19, 'npm': 22, 'cron': 3, 'frequenc': 2, 'nginx': 12, 'access': 4, 'log': 13, 'var': 7, 'error': 4, 'format': 3, 'proxi': 1, 'dir': 3, 'www': 5, 'parallel': 1, 'recheck': 2, 'fals': 2, 'servic': 3, 'fqdn': 3, 'upstream': 1, 'http': 1, 'registri': 1, 'npmj': 1, 'org': 1, 'valid': 1, 'bool': 1, 'packag': 6, 'rubi': 2, 'dev': 1, 'ensur': 12, 'instal': 1, 'provid': 1, 'gem': 1, 'requir': 5, 'resourc': 5, 'file': 8, 'directori': 3, 'owner': 4, 'root': 3, 'group': 4, 'mode': 2, 'npmuser': 11, 'data': 1, 'user': 6, 'present': 6, 'home': 1, 'lib': 1, 'comment': 1, 'use': 2, 'run': 2, 'synchron': 1, 'managehom': 1, 'true': 3, 'system': 1, 'etc': 5, 'config': 3, 'yml': 3, 'content': 1, 'templat': 1, 'erb': 1, 'replac': 1, 'vhost': 4, 'server': 1, 'name': 1, 'index': 3, 'json': 4, 'default': 2, 'locat': 10, 'etag': 2, 'custom': 3, 'cfg': 3, 'return': 1, 'type': 1, 'applic': 1, 'sinc': 1, 'rewrit': 1, 'minut': 1, 'command': 1, 'flock': 1, 'n': 1, 'lock': 2, 'timeout': 1, 'k': 1, 'logger': 1, 'environ': 1, 'path': 1, 'usr': 3, 'local': 1, 'bin': 3, 'sbin': 2}"
58,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/fuel-plugin-standalone-ceph/deployment_scripts/ssl_keys_saving.pp,0,0,2,0,0,1,0,0,0,0,0,0,0,"{'includ': 1, 'ceph': 1, 'overrid': 1, 'openstack': 1, 'haproxi': 1, 'ssl': 1, 'key': 1, 'save': 1}"
59,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppetlabs-openstack/manifests/swift/storage-node.pp,0,0,58,1,1,2,15,8,0,0,0,0,0,"{'class': 4, 'openstack': 1, 'swift': 23, 'storag': 15, 'node': 2, 'zone': 10, 'hash': 3, 'suffix': 3, 'secret': 1, 'local': 9, 'net': 9, 'ip': 9, 'ipaddress': 1, 'eth': 1, 'type': 2, 'loopback': 4, 'base': 6, 'dir': 6, 'srv': 2, 'devic': 9, 'mnt': 3, 'weight': 10, 'packag': 3, 'ensur': 3, 'present': 1, 'case': 1, 'requir': 1, 'defin': 1, 'endpoint': 2, 'ring': 3, 'object': 1, 'name': 3, 'contain': 1, 'account': 1, 'ringsync': 1}"
60,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/fuel_project/manifests/apps/mirror_rubygems.pp,1,4,106,4,9,13,44,35,14,1,2,2,1,"{'class': 1, 'fuel': 2, 'project': 2, 'app': 2, 'mirror': 10, 'rubygem': 31, 'cron': 3, 'frequenc': 2, 'nginx': 10, 'access': 4, 'log': 13, 'var': 11, 'error': 4, 'format': 3, 'proxi': 1, 'parallel': 1, 'dir': 4, 'www': 6, 'servic': 5, 'fqdn': 5, 'upstream': 1, 'http': 1, 'org': 1, 'packag': 1, 'ensur': 10, 'provid': 1, 'gem': 5, 'resourc': 3, 'file': 7, 'directori': 4, 'owner': 5, 'root': 6, 'group': 5, 'mode': 2, 'data': 1, 'requir': 4, 'user': 6, 'present': 4, 'home': 1, 'lib': 4, 'comment': 1, 'use': 1, 'run': 3, 'synchron': 1, 'managehom': 1, 'true': 3, 'system': 1, 'mirrorrc': 2, 'content': 1, 'templat': 1, 'erb': 1, 'replac': 1, 'vhost': 2, 'autoindex': 1, 'server': 1, 'name': 1, 'locat': 1, 'minut': 1, 'command': 1, 'flock': 1, 'n': 1, 'lock': 1, 'timeout': 1, 'k': 1, 'logger': 1, 'environ': 1, 'path': 1, 'usr': 3, 'local': 1, 'bin': 3, 'sbin': 2}"
61,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-ssh/manifests/params.pp,0,0,23,0,0,0,0,12,0,0,0,0,1,"{'class': 1, 'ssh': 16, 'param': 1, 'case': 1, 'operatingsystem': 2, 'ubuntu': 1, 'debian': 1, 'server': 4, 'packag': 4, 'name': 6, 'openssh': 4, 'client': 4, 'sshd': 5, 'config': 8, 'etc': 6, 'known': 4, 'host': 4, 'servic': 2, 'cento': 1, 'fedora': 1, 'default': 1, 'fail': 1, 'unsupport': 1, 'platform': 1, 'red': 1, 'hat': 1}"
62,MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-ssh/manifests/server/configline.pp,0,0,32,1,0,2,9,2,0,0,0,0,0,"{'defin': 1, 'ssh': 5, 'server': 4, 'configlin': 1, 'ensur': 2, 'present': 2, 'valu': 6, 'fals': 1, 'includ': 1, 'augea': 4, 'context': 1, 'file': 1, 'param': 1, 'sshd': 4, 'config': 5, 'notifi': 1, 'class': 2, 'servic': 1, 'requir': 1, 'case': 1, 'name': 11, 'chang': 3, 'set': 2, 'onlyif': 3, 'get': 3, 'add': 1, 'in': 1, 'last': 2, 'absent': 1, 'rm': 1}"
