org,file_,URL,File,Require,Ensure,Include,Attribute,Hard_coded_string,Command,File_mode,SSH_KEY,Lines_of_code,Comment,defect_status
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/payments/manifests/init.pp,1,0,1,0,3,19,14,0,0,0,77,19,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/phabricator/manifests/config.pp,0,0,1,0,4,4,0,1,0,0,37,10,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/phabricator/manifests/init.pp,1,5,10,8,23,64,29,1,3,3,206,24,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/php/manifests/composer.pp,1,1,3,1,5,14,9,2,1,1,55,13,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/php/manifests/composer/install.pp,0,0,2,0,2,10,4,1,0,0,54,23,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/php/manifests/ini.pp,3,1,1,0,3,7,6,0,0,0,54,34,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/php/manifests/init.pp,0,1,5,2,13,24,12,1,1,1,87,6,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/php/manifests/remote_debug.pp,2,0,1,0,1,2,3,0,0,0,34,22,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/php/manifests/sessionclean.pp,0,2,0,2,2,10,8,0,2,2,35,12,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/php/manifests/xhprof.pp,0,1,0,2,2,6,2,0,1,1,36,8,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/postfix/manifests/init.pp,0,3,1,2,3,19,12,1,3,3,44,4,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/puppet/manifests/agent.pp,0,0,0,1,1,2,0,0,0,0,21,12,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/redis/manifests/init.pp,1,2,3,3,7,27,15,0,1,1,88,43,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/redis/manifests/php.pp,0,0,1,1,4,3,0,0,0,0,15,5,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/restbase/manifests/init.pp,1,1,1,1,3,17,13,0,1,1,66,22,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/analytics.pp,0,1,0,0,10,5,4,0,1,1,54,31,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/antispam.pp,0,0,0,0,3,2,0,0,0,0,14,3,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/antispoof.pp,0,0,1,0,1,5,3,1,0,0,16,2,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/apex.pp,1,0,0,0,0,0,0,0,0,0,6,3,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/cassandra.pp,0,0,0,0,1,0,0,0,0,0,6,2,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/categorytree.pp,0,0,0,0,0,2,0,0,0,0,9,2,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/centralauth.pp,2,1,4,2,15,33,15,1,1,1,132,24,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/checkuser.pp,0,0,0,0,0,1,0,0,0,0,9,4,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/cirrussearch.pp,0,1,2,2,13,22,13,1,1,1,88,3,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/citoid.pp,0,0,0,0,2,2,0,0,0,0,15,3,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/commons.pp,0,0,2,0,4,13,6,1,0,0,45,7,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/confirmedit.pp,0,1,3,1,5,17,11,1,0,0,54,5,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/disableaccount.pp,1,0,0,0,0,1,0,0,0,0,14,6,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/disambiguator.pp,0,0,0,0,0,0,0,0,0,0,6,3,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/echo.pp,0,0,2,0,7,25,18,1,0,0,118,13,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/eventbus.pp,1,0,0,0,1,7,2,0,0,0,35,7,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/eventlogging.pp,0,0,0,0,5,3,1,0,0,0,25,3,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/externalstore.pp,0,0,2,0,5,7,3,0,0,0,35,7,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/flow.pp,0,1,0,0,4,11,7,0,1,1,30,2,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/fundraising.pp,0,0,0,0,6,0,0,0,0,0,12,4,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/gadgets2.pp,0,0,0,0,0,5,3,0,0,0,28,9,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/gather.pp,0,0,0,0,4,2,0,0,0,0,14,3,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/geodata_elastic.pp,0,0,0,0,2,6,3,1,0,0,20,3,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/geshi.pp,0,0,0,0,0,1,0,0,0,0,7,2,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/gettingstarted.pp,0,0,0,0,4,8,5,0,0,0,27,7,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/globalblocking.pp,1,0,2,1,6,10,1,0,0,0,54,18,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/globaluserpage.pp,1,0,0,0,0,3,1,0,0,0,19,6,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/gpgmail.pp,0,0,0,0,0,1,0,0,0,0,9,3,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/graph.pp,0,0,0,0,1,8,1,0,0,0,47,2,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/greystuff.pp,1,0,0,0,0,0,0,0,0,0,6,3,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/gwtoolset.pp,1,0,0,0,0,37,36,0,0,0,120,5,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/https.pp,0,0,0,0,1,10,8,1,0,0,49,2,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/hue.pp,0,0,0,0,0,0,0,0,0,0,11,3,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/iegreview.pp,1,0,0,0,2,0,0,0,0,0,10,6,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/imagemetrics.pp,0,0,0,0,1,3,2,0,0,0,13,3,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/inputbox.pp,1,0,0,0,0,0,0,0,0,0,8,5,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/invitesignup.pp,1,0,0,0,0,3,3,0,0,0,20,7,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/kartographer.pp,0,0,0,0,0,1,0,0,0,0,7,2,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/l10nupdate.pp,0,0,0,0,0,1,0,0,0,0,11,4,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/ldapauth.pp,0,0,1,0,2,11,7,1,0,0,57,14,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/liquidthreads.pp,0,0,0,0,2,2,0,0,0,0,13,3,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/livingstyleguide.pp,0,0,0,0,0,5,2,0,0,0,17,3,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/massaction.pp,0,0,0,0,1,1,0,0,0,0,10,2,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/mathoid.pp,1,0,0,0,1,1,1,0,0,0,12,3,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/mathsearch.pp,0,0,1,0,3,3,2,0,0,0,18,6,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/mediawiki.pp,0,0,0,0,3,0,0,0,0,0,27,7,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/memcached.pp,0,0,0,0,2,1,1,0,0,0,12,3,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/mobileapp.pp,0,0,1,0,3,1,1,0,0,0,11,3,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/mobilecontentservice.pp,0,0,0,0,3,0,0,0,0,0,8,3,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/mobilefrontend.pp,0,0,0,0,3,11,2,0,0,0,35,8,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/multimedia.pp,1,0,1,0,2,12,6,0,0,0,38,10,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/multimediaviewer.pp,1,0,0,0,2,5,3,0,0,0,22,4,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/newsletter.pp,0,0,0,0,0,1,0,0,0,0,7,2,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/newusermessage.pp,0,0,0,0,0,0,0,0,0,0,5,2,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/notebook.pp,0,0,0,1,1,2,0,0,0,0,16,2,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/nuke.pp,1,0,0,0,0,0,0,0,0,0,6,3,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/oathauth.pp,1,0,0,0,0,1,0,0,0,0,11,5,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/oauth.pp,0,3,0,1,1,14,11,0,0,0,54,5,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/oauth/consumer.pp,0,0,2,0,5,6,9,0,0,0,65,29,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/oauthauthentication.pp,3,0,0,0,0,10,4,0,0,0,29,6,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/oozie.pp,0,0,0,0,0,1,0,0,0,0,18,3,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/openbadges.pp,0,0,0,0,0,1,0,0,0,0,7,2,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/ores.pp,1,0,1,0,3,8,6,1,0,0,31,7,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/pageassessments.pp,0,0,0,0,0,1,0,0,0,0,10,4,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/payments.pp,0,0,0,0,1,0,0,0,0,0,11,5,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/phragile.pp,4,1,5,1,12,20,9,1,0,0,59,2,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/psr3.pp,0,0,1,0,1,5,5,0,0,0,16,3,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/questycaptcha.pp,0,0,0,0,1,3,2,0,0,0,17,4,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/raita.pp,2,1,4,0,10,15,6,3,0,0,63,13,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/restbase.pp,2,0,0,0,4,14,3,0,0,0,61,17,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/revisionslider.pp,0,0,0,0,0,0,0,0,0,0,6,3,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/sandboxlink.pp,0,0,0,0,0,0,0,0,0,0,6,3,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/score.pp,1,0,1,0,2,2,0,0,0,0,19,5,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/securepoll.pp,0,0,0,0,0,2,1,0,0,0,18,6,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/sentry.pp,1,0,0,0,2,3,1,0,0,0,29,7,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/shorturl.pp,1,0,0,0,0,0,0,0,0,0,9,6,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/simple_miser.pp,1,0,0,0,1,9,2,1,0,0,28,7,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/simple_performant.pp,1,1,3,1,7,19,17,1,0,0,66,7,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/sitematrix.pp,0,0,0,0,0,1,0,0,0,0,8,2,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/striker.pp,3,3,8,6,22,60,30,3,3,3,233,51,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/testwiki.pp,0,0,0,0,0,0,0,0,0,0,8,3,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/thumb_on_404.pp,0,0,0,0,0,3,1,0,0,0,14,3,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/thumb_on_404/multiwiki.pp,0,0,0,0,0,6,1,0,0,0,40,18,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/thumbor.pp,0,0,0,0,5,5,10,0,0,0,65,3,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/timedmediahandler.pp,1,0,1,0,2,5,2,0,0,0,23,3,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/titleblacklist.pp,1,0,0,0,0,8,5,0,0,0,27,6,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/torblock.pp,0,0,0,0,0,0,0,0,0,0,6,3,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/uploadwizard.pp,1,0,0,0,6,14,7,0,0,0,41,4,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/varnish.pp,1,0,0,0,1,1,2,0,0,0,18,4,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/vipsscaler.pp,1,0,0,0,0,14,9,0,0,0,36,3,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/visualeditor.pp,0,0,0,0,7,4,2,0,0,0,23,6,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/wikidata.pp,5,0,1,0,3,19,12,2,0,0,62,7,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/wikigrok.pp,0,0,0,0,2,1,0,0,0,0,12,2,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/wikimediamaintenance.pp,0,0,0,0,0,0,0,0,0,0,7,4,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/wikimediamessages.pp,1,0,0,0,0,1,1,0,0,0,11,6,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/wikimetrics.pp,1,0,5,0,6,29,15,1,1,1,109,17,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/wikitech.pp,1,0,2,0,10,12,8,0,0,0,64,4,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/xhprofgui.pp,0,0,0,0,1,0,0,0,0,0,25,19,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/role/manifests/zero.pp,0,0,0,0,7,4,3,0,0,0,32,2,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/rsyslog/manifests/init.pp,0,1,2,3,5,16,6,0,1,1,31,5,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/ruby/manifests/bundle.pp,0,1,1,1,4,13,3,1,0,0,66,27,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/ruby/manifests/default.pp,0,0,0,0,1,0,0,0,0,0,10,5,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/ruby/manifests/ruby.pp,0,0,0,2,3,4,1,0,0,0,26,10,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/scholarships/manifests/init.pp,0,2,5,5,16,28,13,0,2,2,104,30,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/sentry/manifests/init.pp,1,5,8,11,25,46,17,2,5,5,196,49,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/service/manifests/gitupdate.pp,0,1,0,2,2,21,15,0,1,1,130,74,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/smashpig/manifests/init.pp,0,2,5,1,10,16,6,1,0,0,60,4,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/statsd/manifests/init.pp,1,4,4,2,6,23,16,0,3,3,76,19,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/stdlib/tests/file_line.pp,0,1,0,1,1,3,2,0,0,0,9,2,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/sudo/manifests/init.pp,0,0,0,0,0,0,0,0,0,0,5,3,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/swift/manifests/ring.pp,0,1,3,1,4,26,13,3,1,1,67,27,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/thumbor/manifests/init.pp,2,3,4,6,11,35,24,1,2,2,192,21,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/varnish/manifests/config.pp,0,1,1,0,2,11,6,0,1,1,48,23,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/varnish/manifests/init.pp,3,13,11,11,22,96,73,4,13,13,244,12,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/virtualenv/manifests/environment.pp,1,2,1,2,3,14,8,1,0,0,75,37,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/virtualenv/manifests/package.pp,0,0,0,0,1,4,1,1,0,0,33,20,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/xvfb/manifests/init.pp,0,1,2,3,5,14,9,0,0,0,53,23,0
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/vagrant/puppet/modules/zotero/manifests/init.pp,0,5,3,7,14,39,10,0,2,2,90,14,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/wikimetrics/manifests/init.pp,1,5,2,7,9,32,45,0,1,1,261,108,1
WIKIMEDIA,/Users/akond/PUPP_REPOS/wikimedia-downloads/wikimetrics/manifests/web/apache.pp,0,1,3,1,11,13,5,2,0,0,56,4,1
